question,startpoint,endpoint,opt1,opt2,correct_choice,question_id,prompt_id
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. rena wants to pass a message most efficiently to jasper, should rena begin by passing the message on to crystal or jasmine?",rena,jasper,crystal,jasmine,jasmine,6,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. rena wants to pass a message most efficiently to jasper, should rena begin by passing the message on to rosa or jasmine?",rena,jasper,rosa,jasmine,jasmine,7,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. rena wants to pass a message most efficiently to lea, should rena begin by passing the message on to crystal or rosa?",rena,lea,crystal,rosa,crystal,8,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. rena wants to pass a message most efficiently to lea, should rena begin by passing the message on to jasmine or crystal?",rena,lea,jasmine,crystal,crystal,9,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. rosa wants to pass a message most efficiently to crystal, should rosa begin by passing the message on to rena or jasmine?",rosa,crystal,rena,jasmine,rena,10,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. rosa wants to pass a message most efficiently to crystal, should rosa begin by passing the message on to paris or rena?",rosa,crystal,paris,rena,rena,11,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. rosa wants to pass a message most efficiently to jasper, should rosa begin by passing the message on to rena or jasmine?",rosa,jasper,rena,jasmine,jasmine,12,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. rosa wants to pass a message most efficiently to jasper, should rosa begin by passing the message on to paris or jasmine?",rosa,jasper,paris,jasmine,jasmine,13,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. rosa wants to pass a message most efficiently to alan, should rosa begin by passing the message on to paris or rena?",rosa,alan,paris,rena,paris,14,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. rosa wants to pass a message most efficiently to alan, should rosa begin by passing the message on to paris or jasmine?",rosa,alan,paris,jasmine,paris,15,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. jasmine wants to pass a message most efficiently to crystal, should jasmine begin by passing the message on to rosa or rena?",jasmine,crystal,rosa,rena,rena,16,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. jasmine wants to pass a message most efficiently to crystal, should jasmine begin by passing the message on to rena or paris?",jasmine,crystal,rena,paris,rena,17,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. jasmine wants to pass a message most efficiently to crystal, should jasmine begin by passing the message on to jasper or rena?",jasmine,crystal,jasper,rena,rena,18,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. jasmine wants to pass a message most efficiently to alan, should jasmine begin by passing the message on to rena or paris?",jasmine,alan,rena,paris,paris,19,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. jasmine wants to pass a message most efficiently to alan, should jasmine begin by passing the message on to rosa or paris?",jasmine,alan,rosa,paris,paris,20,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. jasmine wants to pass a message most efficiently to alan, should jasmine begin by passing the message on to jasper or rena?",jasmine,alan,jasper,rena,jasper,21,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. jasmine wants to pass a message most efficiently to alan, should jasmine begin by passing the message on to rosa or jasper?",jasmine,alan,rosa,jasper,jasper,22,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. paris wants to pass a message most efficiently to rena, should paris begin by passing the message on to alan or rosa?",paris,rena,alan,rosa,rosa,23,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. paris wants to pass a message most efficiently to rena, should paris begin by passing the message on to alan or jasmine?",paris,rena,alan,jasmine,jasmine,24,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. paris wants to pass a message most efficiently to jasper, should paris begin by passing the message on to jasmine or rosa?",paris,jasper,jasmine,rosa,jasmine,25,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. paris wants to pass a message most efficiently to jasper, should paris begin by passing the message on to rosa or alan?",paris,jasper,rosa,alan,alan,26,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. jasper wants to pass a message most efficiently to rena, should jasper begin by passing the message on to jasmine or alan?",jasper,rena,jasmine,alan,jasmine,27,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. jasper wants to pass a message most efficiently to rosa, should jasper begin by passing the message on to alan or jasmine?",jasper,rosa,alan,jasmine,jasmine,28,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. alan wants to pass a message most efficiently to rosa, should alan begin by passing the message on to paris or jasper?",alan,rosa,paris,jasper,paris,29,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. lea wants to pass a message most efficiently to rena, should lea begin by passing the message on to alpha or crystal?",lea,rena,alpha,crystal,crystal,30,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. lea wants to pass a message most efficiently to rena, should lea begin by passing the message on to guy or crystal?",lea,rena,guy,crystal,crystal,31,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. lea wants to pass a message most efficiently to md, should lea begin by passing the message on to alpha or crystal?",lea,md,alpha,crystal,alpha,32,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. lea wants to pass a message most efficiently to md, should lea begin by passing the message on to alpha or guy?",lea,md,alpha,guy,alpha,33,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. lea wants to pass a message most efficiently to alice, should lea begin by passing the message on to crystal or guy?",lea,alice,crystal,guy,guy,34,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. lea wants to pass a message most efficiently to alice, should lea begin by passing the message on to guy or alpha?",lea,alice,guy,alpha,guy,35,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. alpha wants to pass a message most efficiently to crystal, should alpha begin by passing the message on to md or lea?",alpha,crystal,md,lea,lea,36,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. alpha wants to pass a message most efficiently to guy, should alpha begin by passing the message on to md or lea?",alpha,guy,md,lea,lea,37,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. alpha wants to pass a message most efficiently to alice, should alpha begin by passing the message on to lea or md?",alpha,alice,lea,md,md,38,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. alpha wants to pass a message most efficiently to reed, should alpha begin by passing the message on to md or lea?",alpha,reed,md,lea,md,39,79
"alan is friends with paris. jasper is friends with alan. jasmine is friends with rena. alice is friends with md. alice is friends with guy. alpha is friends with lea. alpha is friends with md. rena is friends with rosa. md is friends with reed. rosa is friends with jasmine. lea is friends with alpha. paris is friends with jasmine. jasper is friends with jasmine. rena is friends with crystal. lea is friends with crystal. reed is friends with md. alan is friends with jasper. md is friends with alpha. crystal is friends with lea. guy is friends with alice. rosa is friends with paris. jasmine is friends with paris. reed is friends with alice. paris is friends with alan. paris is friends with rosa. rena is friends with jasmine. jasmine is friends with jasper. alice is friends with reed. crystal is friends with rena. guy is friends with lea. rosa is friends with rena. lea is friends with guy. jasmine is friends with rosa. md is friends with alice. guy wants to pass a message most efficiently to crystal, should guy begin by passing the message on to alice or lea?",guy,crystal,alice,lea,lea,40,79
